  Year   Month  Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.
  1773     7     0.158  2.101    -0.246  1.163    -0.211  0.581    -0.364  0.646    -0.368  0.413
  1773     8    -0.046  1.369     0.043  1.362    -0.125  0.570    -0.366  0.658    -0.363  0.414
  1773     9     0.657  1.256     0.143  1.422    -0.096  0.569    -0.350  0.642    -0.365  0.415
  1773    10     0.127  1.785     0.204  1.286    -0.071  0.569    -0.352  0.642    -0.356  0.419
  1773    11    -2.252  3.992     0.490  1.688    -0.061  0.607    -0.362  0.619    -0.364  0.424
  1773    12     2.234  3.899     0.700  1.676    -0.054  0.588    -0.371  0.620    -0.370  0.423
  1774     1    -2.661  5.022     0.863  1.848    -0.052  0.586    -0.381  0.616    -0.365  0.427
  1774     2     1.396  4.798     0.907  1.760    -0.044  0.568    -0.360  0.615    -0.386  0.431
  1774     3     0.038  2.295     0.775  1.765    -0.060  0.558    -0.344  0.613    -0.391  0.429
  1774     4     1.910  2.676     0.713  1.555    -0.102  0.559    -0.341  0.606    -0.386  0.432
  1774     5     5.037  1.666     0.651  1.516    -0.095  0.543    -0.334  0.595    -0.387  0.444
  1774     6     1.816  4.378     0.231  1.359    -0.063  0.513    -0.358  0.594    -0.381  0.449
  1774     7     2.116  4.391     0.600  1.124     0.014  0.528    -0.368  0.590    -0.370  0.451
  1774     8     0.472  1.644     0.722  1.008     0.069  0.543    -0.369  0.578    -0.355  0.443
  1774     9    -0.923  1.810     0.885  0.954     0.104  0.551    -0.362  0.578    -0.357  0.440
  1774    10    -0.619  3.564     0.680  0.867     0.052  0.558    -0.331  0.571    -0.371  0.440
  1774    11    -2.992  2.996     0.258  0.904     0.077  0.553    -0.307  0.568    -0.377  0.437
  1774    12    -2.807  2.700    -0.004  1.104     0.071  0.568    -0.282  0.586    -0.386  0.426
  1775     1     1.769  3.177    -0.161  1.265     0.041  0.568    -0.280  0.559    -0.399  0.424
  1775     2     2.862  3.000    -0.143  1.218     0.011  0.564    -0.278  0.545    -0.408  0.425
  1775     3     1.987  1.954    -0.146  1.154     0.019  0.576    -0.243  0.546    -0.424  0.415
  1775     4    -0.542  1.779    -0.002  0.966    -0.028  0.562    -0.211  0.533    -0.435  0.413
  1775     5    -0.031  2.358     0.443  0.842    -0.074  0.546    -0.163  0.523    -0.438  0.414
  1775     6    -1.326  2.412     0.522  0.977    -0.128  0.531    -0.138  0.522    -0.425  0.432
  1775     7     0.235  1.268     0.087  1.165    -0.077  0.557    -0.099  0.531    -0.422  0.434
  1775     8     0.685  1.689    -0.037  0.879    -0.003  0.551    -0.089  0.538    -0.417  0.436
  1775     9    -0.967  1.842    -0.296  0.822    -0.007  0.569    -0.104  0.532    -0.420  0.434
  1775    10     1.112  1.713    -0.341  0.815     0.008  0.558    -0.098  0.531    -0.423  0.431
  1775    11     2.350  3.616    -0.419  0.836    -0.022  0.564    -0.092  0.514    -0.424  0.435
  1775    12    -1.865  2.248    -0.233  0.829    -0.042  0.592    -0.111  0.500    -0.427  0.431
  1776     1    -3.441  4.931    -0.285  0.833    -0.036  0.600    -0.133  0.481    -0.421  0.429
  1776     2     1.372  4.969    -0.258  0.804    -0.059  0.605    -0.109  0.467    -0.427  0.424
  1776     3    -1.123  4.729    -0.306  0.804    -0.055  0.603    -0.088  0.464    -0.427  0.419
  1776     4    -1.078  1.455    -0.498  0.939    -0.085  0.613    -0.079  0.462    -0.420  0.421
  1776     5    -0.970  2.829    -0.729  1.279    -0.086  0.606    -0.066  0.473    -0.419  0.423
  1776     6     0.906  1.350    -0.460  1.251    -0.149  0.630    -0.083  0.468    -0.420  0.431
  1776     7    -0.396  1.422     0.118  1.065    -0.128  0.595    -0.079  0.471    -0.411  0.438
  1776     8     1.010  1.590     0.110  0.782    -0.128  0.581    -0.081  0.464    -0.408  0.446
  1776     9    -1.538  1.762     0.160  0.866    -0.113  0.588    -0.090  0.459    -0.408  0.455
  1776    10    -1.198  2.598     0.040  0.906    -0.126  0.602    -0.106  0.454    -0.411  0.452
  1776    11    -0.417  2.824     0.106  1.089    -0.168  0.606    -0.085  0.454    -0.419  0.455
  1776    12     1.368  2.477    -0.080  0.983    -0.218  0.585    -0.081  0.435    -0.427  0.448
  1777     1     3.494  2.612    -0.199  0.944    -0.269  0.561    -0.089  0.448    -0.412  0.449
  1777     2     1.273  2.994    -0.394  0.912    -0.282  0.546    -0.094  0.445    -0.415  0.444
  1777     3    -0.522  2.013    -0.352  0.947    -0.263  0.541    -0.093  0.451    -0.422  0.434
  1777     4    -2.515  2.076    -0.466  0.959    -0.257  0.548    -0.095  0.443    -0.415  0.433
  1777     5    -0.179  3.120    -0.486  0.774    -0.208  0.608    -0.083  0.437    -0.410  0.431
  1777     6    -1.336  1.382    -0.648  0.781    -0.178  0.657    -0.072  0.441    -0.411  0.436
  1777     7    -1.819  1.698    -0.943  1.016    -0.211  0.602    -0.074  0.446    -0.410  0.439
  1777     8    -1.329  1.359    -0.856  1.345    -0.247  0.569    -0.063  0.443    -0.414  0.442
  1777     9    -1.034  1.394    -0.929  1.642    -0.276  0.590    -0.047  0.442    -0.420  0.440
  1777    10    -2.562  1.896    -0.545  1.842    -0.178  0.565    -0.050  0.439    -0.426  0.443
  1777    11    -0.661  4.294    -0.546  1.682    -0.103  0.537    -0.075  0.443    -0.436  0.432
  1777    12    -0.582  2.546    -0.592  1.947    -0.059  0.541    -0.114  0.426    -0.435  0.422
  1778     1    -0.047  3.693    -0.401  1.795    -0.033  0.541    -0.122  0.420    -0.423  0.426
  1778     2     2.325  3.067    -0.407  1.806    -0.059  0.535    -0.086  0.419    -0.407  0.435
  1778     3    -1.402  4.161    -0.246  1.821    -0.091  0.536    -0.080  0.415    -0.393  0.443
  1778     4     2.092  2.529    -0.169  1.757    -0.104  0.538    -0.086  0.408    -0.386  0.441
  1778     5    -0.191  1.814    -0.309  1.194    -0.130  0.542    -0.092  0.410    -0.380  0.441
  1778     6    -1.887  4.552    -0.389  1.330    -0.113  0.522    -0.076  0.405    -0.374  0.441
  1778     7     0.480  2.116    -0.501  1.172    -0.056  0.527    -0.088  0.398    -0.363  0.441
  1778     8    -1.409  2.586    -0.579  1.257    -0.092  0.487    -0.085  0.392    -0.358  0.440
  1778     9     0.900  1.377    -0.383  1.125    -0.081  0.470    -0.107  0.394    -0.355  0.434
  1778    10    -1.640  2.022    -0.466  1.026    -0.086  0.467    -0.123  0.395    -0.348  0.424
  1778    11    -2.333  5.374    -0.239  1.030    -0.070  0.468    -0.136  0.404    -0.343  0.418
  1778    12    -1.542  4.022    -0.181  0.959    -0.112  0.471    -0.166  0.395    -0.349  0.422
  1779     1    -1.392  2.596    -0.299  1.010    -0.106  0.483    -0.141  0.399    -0.343  0.425
  1779     2     1.381  3.187    -0.208  0.897    -0.117  0.484    -0.170  0.408    -0.343  0.421
  1779     3     0.950  2.787    -0.263  0.944    -0.120  0.483    -0.181  0.398    -0.345  0.418
  1779     4     1.101  1.979    -0.147  0.806    -0.110  0.487    -0.196  0.395    -0.351  0.416
  1779     5     2.536  2.171     0.039  0.964    -0.075  0.502    -0.248  0.403    -0.356  0.411
  1779     6    -1.192  2.581     0.083  1.131    -0.100  0.485    -0.268  0.409    -0.362  0.409
  1779     7    -0.939  1.370     0.182  0.799    -0.192  0.479    -0.279  0.412    -0.358  0.409
  1779     8    -0.317  1.026     0.129  0.829    -0.256  0.474    -0.265  0.399    -0.357  0.405
  1779     9     0.246  1.272     0.068  0.823    -0.290  0.487    -0.271  0.396    -0.355  0.405
  1779    10    -0.257  2.971     0.419  0.976    -0.241  0.480    -0.285  0.391    -0.345  0.404
  1779    11    -0.102  1.836     0.582  1.156    -0.242  0.464    -0.272  0.374    -0.333  0.404
  1779    12    -1.009  3.334     0.790  1.413    -0.214  0.456    -0.248  0.368    -0.317  0.401
  1780     1    -0.204  3.685     1.020  1.558    -0.190  0.459    -0.276  0.372    -0.315  0.391
  1780     2     0.744  5.233     0.973  1.806    -0.137  0.457    -0.317  0.375    -0.317  0.393
  1780     3     0.219  3.573     0.712  1.841    -0.114  0.453    -0.357  0.365    -0.304  0.390
  1780     4     5.313  3.382     0.760  1.735    -0.073  0.450    -0.368  0.364    -0.318  0.389
  1780     5     4.491  3.596     0.836  1.706    -0.076  0.467    -0.378  0.371    -0.316  0.388
  1780     6     1.301  1.963     0.847  2.106    -0.100  0.443    -0.364  0.382    -0.308  0.388
  1780     7     1.828  1.854     0.866  1.572    -0.168  0.442    -0.364  0.393    -0.298  0.397
  1780     8    -0.882  3.993     0.734  1.405    -0.169  0.454    -0.363  0.399    -0.288  0.406
  1780     9    -2.889  1.618     0.679  1.576    -0.152  0.467    -0.368  0.397    -0.287  0.406
  1780    10     0.314  1.895     0.121  1.543    -0.180  0.475    -0.392  0.391    -0.287  0.406
  1780    11     0.810  2.451    -0.255  1.343    -0.161  0.473    -0.415  0.399    -0.290  0.404
  1780    12    -0.871  3.610    -0.497  1.283    -0.111  0.508    -0.412  0.397    -0.299  0.401
  1781     1     0.028  4.347    -0.651  1.261    -0.139  0.493    -0.397  0.405    -0.314  0.372
  1781     2    -0.842  3.935    -0.550  1.217    -0.111  0.477    -0.411  0.396    -0.296  0.378
  1781     3    -0.439  2.165    -0.453  1.030    -0.159  0.481    -0.399  0.382    -0.286  0.370
  1781     4    -1.391  2.559    -0.529  0.969    -0.162  0.481    -0.380  0.386    -0.272  0.370
  1781     5    -0.020  2.106    -0.456  0.738    -0.186  0.454    -0.369  0.390    -0.271  0.369
  1781     6    -1.601  1.251    -0.393  0.762    -0.183  0.472    -0.378  0.389    -0.273  0.370
  1781     7    -0.012  1.865    -0.564  0.704    -0.154  0.518    -0.365  0.399    -0.274  0.371
  1781     8     0.323  1.367    -0.709  0.758    -0.213  0.572    -0.367  0.418    -0.277  0.369
  1781     9    -1.721  3.666    -0.884  1.094    -0.249  0.580    -0.350  0.434    -0.276  0.367
  1781    10    -0.605  1.237    -0.732  1.036    -0.267  0.568    -0.351  0.438    -0.285  0.367
  1781    11     1.694  1.841    -0.754  0.868    -0.328  0.582    -0.349  0.464    -0.281  0.370
  1781    12    -0.116  3.831    -0.591  0.773    -0.317  0.612    -0.382  0.464    -0.278  0.365
  1782     1    -2.024  3.000    -0.621  0.795    -0.289  0.609    -0.407  0.476    -0.282  0.371
  1782     2    -2.591  5.473    -0.491  0.832    -0.247  0.578    -0.422  0.483    -0.271  0.377
  1782     3    -2.539  2.265    -0.320  0.801    -0.279  0.564    -0.421  0.470    -0.263  0.375
  1782     4     0.438  3.643    -0.276  0.926    -0.314  0.547    -0.403  0.470    -0.267  0.375
  1782     5    -0.281  2.621    -0.489  0.934    -0.336  0.536    -0.399  0.465    -0.259  0.375
  1782     6     0.354  2.261    -0.647  0.898    -0.318  0.592    -0.380  0.470    -0.255  0.382
  1782     7    -0.375  1.883    -0.822  1.059    -0.342  0.517    -0.371  0.473    -0.255  0.384
  1782     8     1.879  1.149    -0.421  0.906    -0.387  0.480    -0.362  0.476    -0.264  0.385
  1782     9     0.334  1.370    -0.239  1.173    -0.439  0.499    -0.366  0.469    -0.255  0.394
  1782    10    -0.076  4.903    -0.242  0.977    -0.557  0.452    -0.356  0.485    -0.260  0.391
  1782    11    -0.862  4.745    -0.140  0.870    -0.653  0.439    -0.351  0.469    -0.272  0.393
  1782    12    -2.012  3.701    -0.076  0.957    -0.669  0.441    -0.361  0.455    -0.283  0.393
  1783     1    -4.121  3.403    -0.143  0.858    -0.695  0.455    -0.374  0.456    -0.278  0.389
  1783     2     2.219  2.852    -0.281  0.830    -0.668  0.465    -0.388  0.480    -0.262  0.386
  1783     3    -0.356  2.135    -0.473  0.965    -0.644  0.467    -0.376  0.484    -0.258  0.377
  1783     4     0.398  1.589    -0.619  0.812    -0.680  0.465    -0.390  0.480    -0.261  0.370
  1783     5     0.946  3.823    -0.860  0.785    -0.700  0.475    -0.396  0.473    -0.268  0.368
  1783     6     1.124  2.091    -0.803  0.880    -0.711  0.483    -0.377  0.484    -0.266  0.366
  1783     7    -1.185  1.612    -0.430  1.831    -0.738  0.519    -0.363  0.497    -0.266  0.359
  1783     8     0.229  1.609    -0.796  2.165    -0.729  0.606    -0.350  0.493    -0.268  0.353
  1783     9    -1.970  3.964    -0.871  2.080    -0.717  0.595    -0.359  0.489    -0.271  0.359
  1783    10    -1.826  2.557    -0.899  2.087    -0.674  0.649    -0.344  0.475    -0.274  0.357
  1783    11    -3.759  3.684    -1.073  1.958    -0.667  0.660    -0.324  0.460    -0.267  0.353
  1783    12    -1.329  2.211    -1.212  1.913    -0.644  0.659    -0.328  0.465    -0.282  0.348
  1784     1     0.354  5.934    -1.049  1.899    -0.625  0.687    -0.305  0.478    -0.266  0.337
  1784     2    -2.167  4.977    -0.885  1.615    -0.616  0.726    -0.327  0.482    -0.270  0.326
  1784     3    -1.255  2.330    -0.863  1.219    -0.580  0.716    -0.346  0.478    -0.268  0.323
  1784     4     0.064  1.470    -0.907  1.112    -0.593  0.715    -0.360  0.473    -0.271  0.323
  1784     5    -1.148  2.162    -0.712  0.870    -0.623  0.696    -0.377  0.486    -0.287  0.321
  1784     6    -0.543  1.380    -0.596  0.911    -0.664  0.754    -0.366  0.494    -0.300  0.319
  1784     7     0.772  1.753    -0.758  0.716    -0.623  0.748    -0.349  0.509    -0.315  0.319
  1784     8     2.193  3.010    -0.744  0.792    -0.587  0.822    -0.346  0.510    -0.318  0.319
  1784     9    -1.705  2.077    -0.879  0.710    -0.551  0.698    -0.347  0.513    -0.314  0.318
  1784    10    -2.354  1.581    -1.034  0.738    -0.564  0.743    -0.360  0.516    -0.312  0.318
  1784    11    -1.415  2.724    -1.045  0.803    -0.557  0.773    -0.358  0.515    -0.302  0.312
  1784    12     0.060  2.704    -0.969  0.904    -0.545  0.823    -0.352  0.521    -0.293  0.305
  1785     1    -1.592  2.488    -1.011  0.924    -0.552  0.827    -0.350  0.492    -0.298  0.308
  1785     2    -2.000  2.432    -1.132  0.963    -0.586  0.833    -0.356  0.493    -0.304  0.310
  1785     3    -2.875  3.821    -1.112  1.006    -0.618  0.830    -0.364  0.495    -0.310  0.311
  1785     4    -1.796  1.632    -1.070  0.919    -0.640  0.805    -0.425  0.485    -0.305  0.310
  1785     5    -1.273  1.995    -0.981  1.059    -0.627  0.725    -0.470  0.482    -0.305  0.308
  1785     6     0.372  2.752    -1.115  1.003    -0.621  0.735    -0.477  0.477    -0.300  0.308
  1785     7     0.265  2.251    -1.113  0.991    -0.580  0.845    -0.497  0.491    -0.300  0.311
  1785     8     0.742  1.807    -0.976  1.005    -0.607  0.892    -0.488  0.499    -0.306  0.315
  1785     9    -1.472  1.268    -0.712  0.852    -0.600  0.880    -0.470  0.504    -0.305  0.308
  1785    10    -1.845  1.692    -0.462  0.964    -0.601  0.849    -0.477  0.511    -0.315  0.304
  1785    11    -0.352  2.292    -0.321  1.006    -0.631  0.790    -0.489  0.516    -0.328  0.304
  1785    12    -1.545  1.747    -0.372  0.989    -0.643  0.780    -0.486  0.522    -0.323  0.299
  1786     1    -1.570  2.659    -0.300  1.021    -0.586  0.828    -0.494  0.493    -0.306  0.301
  1786     2    -0.351  2.337    -0.289  1.082    -0.588  0.816    -0.484  0.561    -0.313  0.299
  1786     3     0.295  2.424    -0.132  1.169    -0.560  0.760    -0.484  0.547    -0.315  0.299
  1786     4     1.196  2.617    -0.090  1.173    -0.527  0.716    -0.465  0.564    -0.312  0.297
  1786     5     0.422  2.075    -0.073  1.457    -0.461  0.673    -0.476  0.552    -0.307  0.297
  1786     6    -0.241  1.182    -0.160  1.563    -0.474  0.690    -0.464  0.563    -0.307  0.297
  1786     7     1.135  2.093     0.010  1.598    -0.456  0.649    -0.469  0.567    -0.305  0.294
  1786     8     0.866  3.182     0.001  1.610    -0.442  0.607    -0.473  0.565    -0.305  0.295
  1786     9     0.419  3.127    -0.055  1.524    -0.443  0.592    -0.461  0.544    -0.298  0.298
  1786    10    -1.351  1.428    -0.184  1.380    -0.454  0.583    -0.465  0.547    -0.294  0.300
  1786    11    -0.141  5.332    -0.204  1.251    -0.426  0.592    -0.477  0.516    -0.293  0.302
  1786    12    -2.592  2.418    -0.096  1.331    -0.416  0.583    -0.474  0.542    -0.307  0.298
  1787     1     0.472  3.110    -0.259  1.242    -0.409  0.622    -0.476  0.536    -0.313  0.303
  1787     2    -0.462  2.645    -0.344  1.077    -0.444  0.656    -0.448  0.580    -0.310  0.305
  1787     3    -0.377  2.924    -0.512  0.876    -0.415  0.688    -0.433  0.531    -0.313  0.301
  1787     4    -0.355  1.353    -0.515  1.025    -0.405  0.690    -0.439  0.553    -0.308  0.300
  1787     5     0.193  1.051    -0.507  0.692    -0.380  0.716    -0.436  0.571    -0.311  0.297
  1787     6     1.045  1.777    -0.432  0.654    -0.385  0.684    -0.437  0.594    -0.303  0.295
  1787     7    -0.815  1.717    -0.609  0.722    -0.358  0.672    -0.435  0.597    -0.296  0.294
  1787     8    -0.157  1.279    -0.519  0.764    -0.325  0.690    -0.465  0.593    -0.289  0.292
  1787     9    -1.594  1.521    -0.481  0.891    -0.288  0.666    -0.462  0.618    -0.283  0.290
  1787    10    -1.392  3.170    -0.423  0.952    -0.293  0.674    -0.471  0.585    -0.272  0.289
  1787    11    -0.046  2.825    -0.512  0.953    -0.286  0.660    -0.469  0.567    -0.274  0.291
  1787    12    -1.692  2.772    -0.567  0.898    -0.286  0.640    -0.453  0.592    -0.271  0.289
  1788     1    -1.651  3.071    -0.313  0.826    -0.298  0.643    -0.434  0.647    -0.270  0.289
  1788     2     0.620  4.279    -0.291  0.803    -0.307  0.639    -0.437  0.638    -0.279  0.293
  1788     3     0.082  3.037    -0.179  0.823    -0.295  0.645    -0.435  0.615    -0.265  0.295
